"name","info","season","club","nation.","pos.","df_value","pass","app","avg_pass","avg_df_value","df_stats"
" Franck Queudrue","France","2006/07","  - "," France","DF",31,1014,29,34.9655172413793,1.06896551724138,"Interceptions"
" Franck Queudrue","France","2007/08","  - "," France","DF",24,399,16,24.9375,1.5,"Interceptions"
" Franck Queudrue","France","2009/10","  - "," France","DF",14,183,6,30.5,2.33333333333333,"Interceptions"
" Frazer Richardson","England","2012/13","  - "," England","DF",4,73,5,14.6,0.8,"Interceptions"
" Gabriel","Brazil","2014/15"," Arsenal  "," Brazil","DF",19,129,6,21.5,3.16666666666667,"Interceptions"
" Gabriel","Brazil","2015/16"," Arsenal  "," Brazil","DF",61,1110,21,52.8571428571429,2.9047619047619,"Interceptions"
" Gabriel Heinze","Argentina","2006/07","  - "," Argentina","DF",21,842,22,38.2727272727273,0.954545454545455,"Interceptions"
" Gabriel Paletta","Argentina","2006/07","  - "," Argentina","DF",2,92,3,30.6666666666667,0.666666666666667,"Interceptions"
" Gabriel Tamas","Romania","2010/11","  - "," Romania","DF",41,777,26,29.8846153846154,1.57692307692308,"Interceptions"
" Gabriel Tamas","Romania","2011/12","  - "," Romania","DF",7,227,8,28.375,0.875,"Interceptions"
" Gabriel Tamas","Romania","2012/13","  - "," Romania","DF",5,241,11,21.9090909090909,0.454545454545455,"Interceptions"
" Gaël Clichy","France","2006/07","  - "," France","DF",48,1268,27,46.962962962963,1.77777777777778,"Interceptions"
" Gaël Clichy","France","2007/08","  - "," France","DF",136,1974,38,51.9473684210526,3.57894736842105,"Interceptions"
" Gaël Clichy","France","2008/09","  - "," France","DF",121,1607,31,51.8387096774194,3.90322580645161,"Interceptions"
" Gaël Clichy","France","2009/10","  - "," France","DF",82,1175,24,48.9583333333333,3.41666666666667,"Interceptions"
" Gaël Clichy","France","2010/11","  - "," France","DF",105,1785,33,54.0909090909091,3.18181818181818,"Interceptions"
" Gaël Clichy","France","2011/12"," Manchester City  "," France","DF",75,1411,28,50.3928571428571,2.67857142857143,"Interceptions"
" Gaël Clichy","France","2012/13"," Manchester City  "," France","DF",68,1311,28,46.8214285714286,2.42857142857143,"Interceptions"
" Gaël Clichy","France","2013/14"," Manchester City  "," France","DF",40,1040,20,52,2,"Interceptions"
" Gaël Clichy","France","2014/15"," Manchester City  "," France","DF",77,1358,23,59.0434782608696,3.34782608695652,"Interceptions"
" Gaël Clichy","France","2015/16"," Manchester City  "," France","DF",50,693,14,49.5,3.57142857142857,"Interceptions"
" Gaël Givet","France","2008/09","  - "," France","DF",21,334,14,23.8571428571429,1.5,"Interceptions"
" Gaël Givet","France","2009/10","  - "," France","DF",90,745,34,21.9117647058824,2.64705882352941,"Interceptions"
" Gaël Givet","France","2010/11","  - "," France","DF",70,646,29,22.2758620689655,2.41379310344828,"Interceptions"
" Gaël Givet","France","2011/12","  - "," France","DF",56,480,22,21.8181818181818,2.54545454545455,"Interceptions"
" Gareth McAuley","Northern Ireland","2011/12"," West Bromwich Albion  "," Northern Ireland","DF",24,915,32,28.59375,0.75,"Interceptions"
" Gareth McAuley","Northern Ireland","2012/13"," West Bromwich Albion  "," Northern Ireland","DF",32,947,36,26.3055555555556,0.888888888888889,"Interceptions"
" Gareth McAuley","Northern Ireland","2013/14"," West Bromwich Albion  "," Northern Ireland","DF",58,908,32,28.375,1.8125,"Interceptions"
" Gareth McAuley","Northern Ireland","2014/15"," West Bromwich Albion  "," Northern Ireland","DF",44,611,24,25.4583333333333,1.83333333333333,"Interceptions"
" Gareth McAuley","Northern Ireland","2015/16"," West Bromwich Albion  "," Northern Ireland","DF",95,849,34,24.9705882352941,2.79411764705882,"Interceptions"
" Garry Monk","England","2011/12","  - "," England","DF",12,850,16,53.125,0.75,"Interceptions"
" Garry Monk","England","2012/13","  - "," England","DF",19,400,11,36.3636363636364,1.72727272727273,"Interceptions"
" Gary Cahill","England","2006/07","  - "," England","DF",13,507,20,25.35,0.65,"Interceptions"
" Gary Cahill","England","2007/08","  - "," England","DF",16,227,14,16.2142857142857,1.14285714285714,"Interceptions"
" Gary Cahill","England","2008/09","  - "," England","DF",45,684,33,20.7272727272727,1.36363636363636,"Interceptions"
" Gary Cahill","England","2009/10","  - "," England","DF",50,621,29,21.4137931034483,1.72413793103448,"Interceptions"
" Gary Cahill","England","2010/11","  - "," England","DF",65,996,36,27.6666666666667,1.80555555555556,"Interceptions"
" Gary Cahill","England","2011/12"," Chelsea  "," England","DF",53,976,29,33.6551724137931,1.82758620689655,"Interceptions"
" Gary Cahill","England","2012/13"," Chelsea  "," England","DF",27,1103,26,42.4230769230769,1.03846153846154,"Interceptions"
" Gary Cahill","England","2013/14"," Chelsea  "," England","DF",29,1310,30,43.6666666666667,0.966666666666667,"Interceptions"
" Gary Cahill","England","2014/15"," Chelsea  "," England","DF",27,1320,36,36.6666666666667,0.75,"Interceptions"
" Gary Cahill","England","2015/16"," Chelsea  "," England","DF",36,773,23,33.6086956521739,1.56521739130435,"Interceptions"
" Gary Caldwell","Scotland","2009/10","  - "," Scotland","DF",20,648,16,40.5,1.25,"Interceptions"
" Gary Caldwell","Scotland","2010/11","  - "," Scotland","DF",49,937,23,40.7391304347826,2.1304347826087,"Interceptions"
" Gary Caldwell","Scotland","2011/12","  - "," Scotland","DF",52,1472,36,40.8888888888889,1.44444444444444,"Interceptions"
" Gary Caldwell","Scotland","2012/13","  - "," Scotland","DF",48,1075,25,43,1.92,"Interceptions"
" Gary Naysmith","Scotland","2006/07","  - "," Scotland","DF",4,300,15,20,0.266666666666667,"Interceptions"
" Gary Neville","England","2006/07","  - "," England","DF",25,1144,24,47.6666666666667,1.04166666666667,"Interceptions"
" Gary Neville","England","2008/09","  - "," England","DF",24,588,16,36.75,1.5,"Interceptions"
" Gary Neville","England","2009/10","  - "," England","DF",25,796,17,46.8235294117647,1.47058823529412,"Interceptions"
" Gary Neville","England","2010/11","  - "," England","DF",3,113,3,37.6666666666667,1,"Interceptions"
" Gavin Hoyte","Trinidad And Tobago","2008/09","  - "," Trinidad And Tobago","DF",1,27,1,27,1,"Interceptions"
" Geoff Cameron","United States","2012/13"," Stoke City  "," United States","DF",72,911,35,26.0285714285714,2.05714285714286,"Interceptions"
" Geoff Cameron","United States","2013/14"," Stoke City  "," United States","DF",90,1319,37,35.6486486486486,2.43243243243243,"Interceptions"
" Geoff Cameron","United States","2014/15"," Stoke City  "," United States","DF",56,906,27,33.5555555555556,2.07407407407407,"Interceptions"
" Geoff Cameron","United States","2015/16"," Stoke City  "," United States","DF",56,1128,30,37.6,1.86666666666667,"Interceptions"
" George Elokobi","Cameroon","2009/10","  - "," Cameroon","DF",41,763,22,34.6818181818182,1.86363636363636,"Interceptions"
" George Elokobi","Cameroon","2010/11","  - "," Cameroon","DF",33,1048,27,38.8148148148148,1.22222222222222,"Interceptions"
" George Elokobi","Cameroon","2011/12","  - "," Cameroon","DF",3,140,9,15.5555555555556,0.333333333333333,"Interceptions"
" George Friend","England","2009/10","  - "," England","DF",1,21,1,21,1,"Interceptions"
" George McCartney","Northern Ireland","2006/07","  - "," Northern Ireland","DF",10,541,22,24.5909090909091,0.454545454545455,"Interceptions"
" George McCartney","Northern Ireland","2007/08","  - "," Northern Ireland","DF",45,1247,38,32.8157894736842,1.18421052631579,"Interceptions"
" George McCartney","Northern Ireland","2008/09","  - "," Northern Ireland","DF",14,519,17,30.5294117647059,0.823529411764706,"Interceptions"
" George McCartney","Northern Ireland","2009/10","  - "," Northern Ireland","DF",43,604,25,24.16,1.72,"Interceptions"
" George McCartney","Northern Ireland","2012/13","  - "," Northern Ireland","DF",7,297,12,24.75,0.583333333333333,"Interceptions"
" George McCartney","Northern Ireland","2013/14","  - "," Northern Ireland","DF",21,654,22,29.7272727272727,0.954545454545455,"Interceptions"
" Gérald Cid","France","2007/08","  - "," France","DF",11,128,7,18.2857142857143,1.57142857142857,"Interceptions"
" Gerard Piqué","Spain","2007/08","  - "," Spain","DF",5,233,9,25.8888888888889,0.555555555555556,"Interceptions"
" Gianni Zuiverloon","Netherlands","2008/09","  - "," Netherlands","DF",90,1131,33,34.2727272727273,2.72727272727273,"Interceptions"
" Gianni Zuiverloon","Netherlands","2010/11","  - "," Netherlands","DF",3,39,2,19.5,1.5,"Interceptions"
" Gilberto","Brazil","2007/08","  - "," Brazil","DF",6,156,6,26,1,"Interceptions"
" Gilberto","Brazil","2008/09","  - "," Brazil","DF",NA,16,1,16,NA,"Interceptions"
" Gláuber","Brazil","2008/09","  - "," Brazil","DF",1,5,1,5,1,"Interceptions"
" Glen Johnson","England","2006/07","  - "," England","DF",28,1014,26,39,1.07692307692308,"Interceptions"
" Glen Johnson","England","2007/08","  - "," England","DF",52,1004,31,32.3870967741936,1.67741935483871,"Interceptions"
" Glen Johnson","England","2008/09","  - "," England","DF",65,1014,29,34.9655172413793,2.24137931034483,"Interceptions"
" Glen Johnson","England","2009/10","  - "," England","DF",61,1134,25,45.36,2.44,"Interceptions"
" Glen Johnson","England","2010/11","  - "," England","DF",48,1086,28,38.7857142857143,1.71428571428571,"Interceptions"
" Glen Johnson","England","2011/12","  - "," England","DF",43,1089,23,47.3478260869565,1.8695652173913,"Interceptions"
" Glen Johnson","England","2012/13","  - "," England","DF",56,1740,36,48.3333333333333,1.55555555555556,"Interceptions"
" Glen Johnson","England","2013/14","  - "," England","DF",49,1456,29,50.2068965517241,1.68965517241379,"Interceptions"
" Glen Johnson","England","2014/15","  - "," England","DF",18,678,19,35.6842105263158,0.947368421052632,"Interceptions"
" Glen Johnson","England","2015/16"," Stoke City  "," England","DF",51,895,25,35.8,2.04,"Interceptions"
" Gonzalo Jara","Chile","2010/11","  - "," Chile","DF",62,1069,29,36.8620689655172,2.13793103448276,"Interceptions"
" Gonzalo Jara","Chile","2011/12","  - "," Chile","DF",8,99,4,24.75,2,"Interceptions"
" Gonzalo Jara","Chile","2012/13","  - "," Chile","DF",NA,21,1,21,NA,"Interceptions"
" Gonzalo Sorondo","Uruguay","2006/07","  - "," Uruguay","DF",1,10,1,10,1,"Interceptions"
" Goran Popov","Macedonia","2012/13","  - "," Macedonia","DF",8,377,12,31.4166666666667,0.666666666666667,"Interceptions"
" Goran Popov","Macedonia","2013/14","  - "," Macedonia","DF",1,64,2,32,0.5,"Interceptions"
" Graeme Murty","Scotland","2006/07","  - "," Scotland","DF",24,734,23,31.9130434782609,1.04347826086957,"Interceptions"
" Graeme Murty","Scotland","2007/08","  - "," Scotland","DF",35,769,28,27.4642857142857,1.25,"Interceptions"
" Grant Hanley","Scotland","2009/10","  - "," Scotland","DF",4,15,1,15,4,"Interceptions"
" Grant Hanley","Scotland","2010/11","  - "," Scotland","DF",9,94,7,13.4285714285714,1.28571428571429,"Interceptions"
" Grant Hanley","Scotland","2011/12","  - "," Scotland","DF",44,500,23,21.7391304347826,1.91304347826087,"Interceptions"
" Greg Halford","England","2006/07","  - "," England","DF",3,68,3,22.6666666666667,1,"Interceptions"
" Greg Halford","England","2007/08","  - "," England","DF",22,302,8,37.75,2.75,"Interceptions"
" Greg Halford","England","2009/10","  - "," England","DF",8,397,15,26.4666666666667,0.533333333333333,"Interceptions"
" Greg Halford","England","2010/11","  - "," England","DF",NA,11,2,5.5,NA,"Interceptions"
" Grégory Vignal","France","2009/10","  - "," France","DF",14,210,8,26.25,1.75,"Interceptions"
" Grétar Steinsson","Iceland","2007/08","  - "," Iceland","DF",23,376,16,23.5,1.4375,"Interceptions"
" Grétar Steinsson","Iceland","2008/09","  - "," Iceland","DF",41,803,37,21.7027027027027,1.10810810810811,"Interceptions"
" Grétar Steinsson","Iceland","2009/10","  - "," Iceland","DF",52,659,27,24.4074074074074,1.92592592592593,"Interceptions"
" Grétar Steinsson","Iceland","2010/11","  - "," Iceland","DF",43,560,23,24.3478260869565,1.8695652173913,"Interceptions"
" Grétar Steinsson","Iceland","2011/12","  - "," Iceland","DF",42,636,23,27.6521739130435,1.82608695652174,"Interceptions"
" Guillermo Varela","Uruguay","2015/16","  - "," Uruguay","DF",13,146,4,36.5,3.25,"Interceptions"
" Guy Demel","Cote D'Ivoire","2012/13","  - "," Cote D'Ivoire","DF",38,831,31,26.8064516129032,1.2258064516129,"Interceptions"
" Guy Demel","Cote D'Ivoire","2013/14","  - "," Cote D'Ivoire","DF",35,845,32,26.40625,1.09375,"Interceptions"
" Guy Demel","Cote D'Ivoire","2014/15","  - "," Cote D'Ivoire","DF",3,106,6,17.6666666666667,0.5,"Interceptions"
" Habib Beye","Senegal","2007/08","  - "," Senegal","DF",50,863,29,29.7586206896552,1.72413793103448,"Interceptions"
" Habib Beye","Senegal","2008/09","  - "," Senegal","DF",36,673,23,29.2608695652174,1.56521739130435,"Interceptions"
" Habib Beye","Senegal","2009/10","  - "," Senegal","DF",10,151,6,25.1666666666667,1.66666666666667,"Interceptions"
" Habib Beye","Senegal","2010/11","  - "," Senegal","DF",6,58,3,19.3333333333333,2,"Interceptions"
" Harry Maguire","England","2014/15"," Hull City  "," England","DF",9,46,3,15.3333333333333,3,"Interceptions"
" Hatem Trabelsi","Tunisia","2006/07","  - "," Tunisia","DF",9,466,20,23.3,0.45,"Interceptions"
" Héctor Bellerín","Spain","2014/15","  - "," Spain","DF",42,749,20,37.45,2.1,"Interceptions"
" Héctor Bellerín","Spain","2015/16","  - "," Spain","DF",66,1689,36,46.9166666666667,1.83333333333333,"Interceptions"
" Hérita Ilunga","Congo","2008/09","  - "," Congo","DF",55,1399,35,39.9714285714286,1.57142857142857,"Interceptions"
" Hérita Ilunga","Congo","2009/10","  - "," Congo","DF",15,545,16,34.0625,0.9375,"Interceptions"
" Hérita Ilunga","Congo","2010/11","  - "," Congo","DF",7,333,11,30.2727272727273,0.636363636363636,"Interceptions"
" Hermann Hreidarsson","Iceland","2006/07","  - "," Iceland","DF",26,810,31,26.1290322580645,0.838709677419355,"Interceptions"
" Hermann Hreidarsson","Iceland","2007/08","  - "," Iceland","DF",36,791,32,24.71875,1.125,"Interceptions"
" Hermann Hreidarsson","Iceland","2008/09","  - "," Iceland","DF",28,617,23,26.8260869565217,1.21739130434783,"Interceptions"
" Hermann Hreidarsson","Iceland","2009/10","  - "," Iceland","DF",23,463,17,27.2352941176471,1.35294117647059,"Interceptions"
" Ian Evatt","England","2010/11","  - "," England","DF",45,1339,38,35.2368421052632,1.18421052631579,"Interceptions"
" Ian Harte","Ireland","2007/08","  - "," Ireland","DF",10,129,8,16.125,1.25,"Interceptions"
" Ian Harte","Ireland","2012/13","  - "," Ireland","DF",17,496,16,31,1.0625,"Interceptions"
" Ian Pearce","England","2006/07","  - "," England","DF",9,381,22,17.3181818181818,0.409090909090909,"Interceptions"
" Ian Pearce","England","2007/08","  - "," England","DF",NA,3,1,3,NA,"Interceptions"
" Ibrahima Sonko","Senegal","2006/07","  - "," Senegal","DF",24,520,23,22.6086956521739,1.04347826086957,"Interceptions"
" Ibrahima Sonko","Senegal","2007/08","  - "," Senegal","DF",23,224,16,14,1.4375,"Interceptions"
" Ibrahima Sonko","Senegal","2008/09","  - "," Senegal","DF",6,136,14,9.71428571428571,0.428571428571429,"Interceptions"
" Ibrahima Sonko","Senegal","2009/10","  - "," Senegal","DF",12,206,9,22.8888888888889,1.33333333333333,"Interceptions"
" Ignasi Miquel","Spain","2011/12","  - "," Spain","DF",9,139,4,34.75,2.25,"Interceptions"
" Ignasi Miquel","Spain","2012/13","  - "," Spain","DF",NA,1,1,1,NA,"Interceptions"
" Iván Ramis","Spain","2012/13","  - "," Spain","DF",21,748,16,46.75,1.3125,"Interceptions"
" Ivar Ingimarsson","Iceland","2006/07","  - "," Iceland","DF",34,899,38,23.6578947368421,0.894736842105263,"Interceptions"
" Ivar Ingimarsson","Iceland","2007/08","  - "," Iceland","DF",34,618,35,17.6571428571429,0.971428571428571,"Interceptions"
" Ivo Pinto","Portugal","2015/16","  - "," Portugal","DF",21,306,10,30.6,2.1,"Interceptions"
" Jack Hobbs","England","2007/08","  - "," England","DF",1,54,2,27,0.5,"Interceptions"
" Jack Robinson","England","2009/10","  - "," England","DF",NA,2,1,2,NA,"Interceptions"
" Jack Robinson","England","2010/11","  - "," England","DF",2,40,2,20,1,"Interceptions"
" Jamaal Lascelles","England","2015/16","  - "," England","DF",28,486,18,27,1.55555555555556,"Interceptions"
" James Chambers","England","2006/07","  - "," England","DF",2,188,12,15.6666666666667,0.166666666666667,"Interceptions"
" James Chester","Wales","2013/14","  - "," Wales","DF",47,707,24,29.4583333333333,1.95833333333333,"Interceptions"
" James Chester","Wales","2014/15","  - "," Wales","DF",53,755,23,32.8260869565217,2.30434782608696,"Interceptions"
" James Chester","Wales","2015/16","  - "," Wales","DF",24,327,13,25.1538461538462,1.84615384615385,"Interceptions"
" James Collins","Wales","2006/07","  - "," Wales","DF",11,451,16,28.1875,0.6875,"Interceptions"
" James Collins","Wales","2007/08","  - "," Wales","DF",2,69,3,23,0.666666666666667,"Interceptions"
" James Collins","Wales","2008/09","  - "," Wales","DF",24,508,18,28.2222222222222,1.33333333333333,"Interceptions"
" James Collins","Wales","2009/10","  - "," Wales","DF",65,966,30,32.2,2.16666666666667,"Interceptions"
" James Collins","Wales","2010/11","  - "," Wales","DF",54,1143,32,35.71875,1.6875,"Interceptions"
" James Collins","Wales","2011/12","  - "," Wales","DF",73,961,32,30.03125,2.28125,"Interceptions"
" James Collins","Wales","2012/13","  - "," Wales","DF",48,706,29,24.3448275862069,1.6551724137931,"Interceptions"
" James Collins","Wales","2013/14","  - "," Wales","DF",18,613,24,25.5416666666667,0.75,"Interceptions"
" James Collins","Wales","2014/15","  - "," Wales","DF",56,558,27,20.6666666666667,2.07407407407407,"Interceptions"
" James Collins","Wales","2015/16","  - "," Wales","DF",19,574,19,30.2105263157895,1,"Interceptions"
" James Hurst","England","2010/11","  - "," England","DF",2,40,1,40,2,"Interceptions"
" James Perch","England","2010/11","  - "," England","DF",17,248,12,20.6666666666667,1.41666666666667,"Interceptions"
" James Perch","England","2011/12","  - "," England","DF",42,507,25,20.28,1.68,"Interceptions"
" James Perch","England","2012/13","  - "," England","DF",34,802,27,29.7037037037037,1.25925925925926,"Interceptions"
" James Tomkins","England","2007/08","  - "," England","DF",9,163,6,27.1666666666667,1.5,"Interceptions"
" James Tomkins","England","2008/09","  - "," England","DF",17,326,12,27.1666666666667,1.41666666666667,"Interceptions"
" James Tomkins","England","2009/10","  - "," England","DF",55,744,23,32.3478260869565,2.39130434782609,"Interceptions"
" James Tomkins","England","2010/11","  - "," England","DF",45,520,19,27.3684210526316,2.36842105263158,"Interceptions"
" James Tomkins","England","2012/13","  - "," England","DF",29,634,26,24.3846153846154,1.11538461538462,"Interceptions"
" James Tomkins","England","2013/14","  - "," England","DF",45,854,31,27.5483870967742,1.45161290322581,"Interceptions"
" James Tomkins","England","2014/15","  - "," England","DF",34,736,22,33.4545454545455,1.54545454545455,"Interceptions"
" James Tomkins","England","2015/16","  - "," England","DF",54,835,25,33.4,2.16,"Interceptions"
" Jamie Carragher","England","2006/07","  - "," England","DF",25,1477,35,42.2,0.714285714285714,"Interceptions"
" Jamie Carragher","England","2007/08","  - "," England","DF",39,1355,35,38.7142857142857,1.11428571428571,"Interceptions"
" Jamie Carragher","England","2008/09","  - "," England","DF",43,2025,38,53.2894736842105,1.13157894736842,"Interceptions"
" Jamie Carragher","England","2009/10","  - "," England","DF",70,1753,37,47.3783783783784,1.89189189189189,"Interceptions"
" Jamie Carragher","England","2010/11","  - "," England","DF",29,1011,28,36.1071428571429,1.03571428571429,"Interceptions"
" Jamie Carragher","England","2011/12","  - "," England","DF",14,788,21,37.5238095238095,0.666666666666667,"Interceptions"
" Jamie Carragher","England","2012/13","  - "," England","DF",10,824,24,34.3333333333333,0.416666666666667,"Interceptions"
" Jan Vertonghen","Belgium","2012/13"," Tottenham Hotspur  "," Belgium","DF",100,1625,34,47.7941176470588,2.94117647058824,"Interceptions"
" Jan Vertonghen","Belgium","2013/14"," Tottenham Hotspur  "," Belgium","DF",42,994,23,43.2173913043478,1.82608695652174,"Interceptions"
" Jan Vertonghen","Belgium","2014/15"," Tottenham Hotspur  "," Belgium","DF",70,1399,32,43.71875,2.1875,"Interceptions"
" Jan Vertonghen","Belgium","2015/16"," Tottenham Hotspur  "," Belgium","DF",63,1474,29,50.8275862068966,2.17241379310345,"Interceptions"
" Jason Davidson","Australia","2014/15","  - "," Australia","DF",3,40,2,20,1.5,"Interceptions"
" Jason Shackell","England","2014/15","  - "," England","DF",49,1245,38,32.7631578947368,1.28947368421053,"Interceptions"
" Javier Garrido","Spain","2007/08","  - "," Spain","DF",27,848,27,31.4074074074074,1,"Interceptions"
" Javier Garrido","Spain","2008/09","  - "," Spain","DF",32,490,13,37.6923076923077,2.46153846153846,"Interceptions"
" Javier Garrido","Spain","2009/10","  - "," Spain","DF",10,384,9,42.6666666666667,1.11111111111111,"Interceptions"
" Javier Garrido","Spain","2012/13","  - "," Spain","DF",39,1064,34,31.2941176470588,1.14705882352941,"Interceptions"
" Javier Garrido","Spain","2013/14","  - "," Spain","DF",10,193,6,32.1666666666667,1.66666666666667,"Interceptions"
" Javier Manquillo","Spain","2014/15","  - "," Spain","DF",22,377,10,37.7,2.2,"Interceptions"
" Javier Mascherano","Argentina","2006/07","  - "," Argentina","DF",16,531,12,44.25,1.33333333333333,"Interceptions"
" Javier Mascherano","Argentina","2007/08","  - "," Argentina","DF",60,1344,25,53.76,2.4,"Interceptions"
" Javier Mascherano","Argentina","2008/09","  - "," Argentina","DF",87,1612,27,59.7037037037037,3.22222222222222,"Interceptions"
" Javier Mascherano","Argentina","2009/10","  - "," Argentina","DF",99,2115,34,62.2058823529412,2.91176470588235,"Interceptions"
" Javier Mascherano","Argentina","2010/11","  - "," Argentina","DF",3,37,1,37,3,"Interceptions"
" Jay DeMerit","United States","2006/07","  - "," United States","DF",22,689,32,21.53125,0.6875,"Interceptions"
" Jay McEveley","Scotland","2006/07","  - "," Scotland","DF",NA,104,4,26,NA,"Interceptions"
" Jay McEveley","Scotland","2007/08","  - "," Scotland","DF",35,759,29,26.1724137931034,1.20689655172414,"Interceptions"
" Jazz Richards","Wales","2011/12","  - "," Wales","DF",11,370,8,46.25,1.375,"Interceptions"
" Jazz Richards","Wales","2014/15","  - "," Wales","DF",21,327,10,32.7,2.1,"Interceptions"
" Jeffrey Bruma","Netherlands","2009/10","  - "," Netherlands","DF",2,28,2,14,1,"Interceptions"
" Jeffrey Bruma","Netherlands","2010/11","  - "," Netherlands","DF",3,56,2,28,1.5,"Interceptions"
" Jelle Van Damme","Belgium","2010/11","  - "," Belgium","DF",4,125,6,20.8333333333333,0.666666666666667,"Interceptions"
" Jérôme Boateng","Germany","2010/11","  - "," Germany","DF",19,550,16,34.375,1.1875,"Interceptions"
" Jlloyd Samuel","Trinidad And Tobago","2006/07","  - "," Trinidad And Tobago","DF",NA,78,4,19.5,NA,"Interceptions"
" Jlloyd Samuel","Trinidad And Tobago","2007/08","  - "," Trinidad And Tobago","DF",23,406,20,20.3,1.15,"Interceptions"
" Jlloyd Samuel","Trinidad And Tobago","2008/09","  - "," Trinidad And Tobago","DF",53,1008,38,26.5263157894737,1.39473684210526,"Interceptions"
" Jlloyd Samuel","Trinidad And Tobago","2009/10","  - "," Trinidad And Tobago","DF",17,325,13,25,1.30769230769231,"Interceptions"
" Jody Craddock","England","2009/10","  - "," England","DF",33,706,33,21.3939393939394,1,"Interceptions"
" Jody Craddock","England","2010/11","  - "," England","DF",16,266,15,17.7333333333333,1.06666666666667,"Interceptions"
" Jody Craddock","England","2011/12","  - "," England","DF",1,34,1,34,1,"Interceptions"
" Joe Bennett","England","2008/09","  - "," England","DF",1,18,1,18,1,"Interceptions"
" Joe Bennett","England","2012/13","  - "," England","DF",45,739,25,29.56,1.8,"Interceptions"
" Joe Bennett","England","2013/14","  - "," England","DF",7,114,5,22.8,1.4,"Interceptions"
" Joe Riley","England","2011/12","  - "," England","DF",5,88,3,29.3333333333333,1.66666666666667,"Interceptions"
" Joel Ward","England","2009/10","  - "," England","DF",NA,34,3,11.3333333333333,NA,"Interceptions"
" Joel Ward","England","2013/14"," Crystal Palace  "," England","DF",88,1057,36,29.3611111111111,2.44444444444444,"Interceptions"
" Joel Ward","England","2014/15"," Crystal Palace  "," England","DF",61,1183,37,31.972972972973,1.64864864864865,"Interceptions"
" Joel Ward","England","2015/16"," Crystal Palace  "," England","DF",69,1001,30,33.3666666666667,2.3,"Interceptions"
" Joey O'Brien","Ireland","2007/08","  - "," Ireland","DF",21,476,19,25.0526315789474,1.10526315789474,"Interceptions"
" Joey O'Brien","Ireland","2008/09","  - "," Ireland","DF",2,127,7,18.1428571428571,0.285714285714286,"Interceptions"
" Joey O'Brien","Ireland","2012/13","  - "," Ireland","DF",30,936,33,28.3636363636364,0.909090909090909,"Interceptions"
" Joey O'Brien","Ireland","2013/14","  - "," Ireland","DF",14,449,17,26.4117647058824,0.823529411764706,"Interceptions"
" Joey O'Brien","Ireland","2014/15","  - "," Ireland","DF",7,179,9,19.8888888888889,0.777777777777778,"Interceptions"
" Johan Djourou","Switzerland","2006/07","  - "," Switzerland","DF",4,764,21,36.3809523809524,0.19047619047619,"Interceptions"
" Johan Djourou","Switzerland","2007/08","  - "," Switzerland","DF",15,322,15,21.4666666666667,1,"Interceptions"
" Johan Djourou","Switzerland","2008/09","  - "," Switzerland","DF",35,466,15,31.0666666666667,2.33333333333333,"Interceptions"
" Johan Djourou","Switzerland","2009/10","  - "," Switzerland","DF",1,19,1,19,1,"Interceptions"
" Johan Djourou","Switzerland","2010/11","  - "," Switzerland","DF",44,877,22,39.8636363636364,2,"Interceptions"
" Johan Djourou","Switzerland","2011/12","  - "," Switzerland","DF",13,638,18,35.4444444444444,0.722222222222222,"Interceptions"
" John Arne Riise","Norway","2006/07","  - "," Norway","DF",14,1136,33,34.4242424242424,0.424242424242424,"Interceptions"
" John Arne Riise","Norway","2007/08","  - "," Norway","DF",28,810,29,27.9310344827586,0.96551724137931,"Interceptions"
" John Arne Riise","Norway","2011/12","  - "," Norway","DF",64,1404,36,39,1.77777777777778,"Interceptions"
" John Arne Riise","Norway","2012/13","  - "," Norway","DF",53,1164,31,37.5483870967742,1.70967741935484,"Interceptions"
" John Arne Riise","Norway","2013/14","  - "," Norway","DF",32,556,20,27.8,1.6,"Interceptions"
" John Heitinga","Netherlands","2009/10","  - "," Netherlands","DF",96,1070,31,34.5161290322581,3.09677419354839,"Interceptions"
" John Heitinga","Netherlands","2010/11","  - "," Netherlands","DF",37,719,27,26.6296296296296,1.37037037037037,"Interceptions"
" John Heitinga","Netherlands","2011/12","  - "," Netherlands","DF",44,951,30,31.7,1.46666666666667,"Interceptions"
" John Heitinga","Netherlands","2012/13","  - "," Netherlands","DF",38,609,26,23.4230769230769,1.46153846153846,"Interceptions"
" John Heitinga","Netherlands","2013/14","  - "," Netherlands","DF",19,402,15,26.8,1.26666666666667,"Interceptions"
" John Mensah","Ghana","2009/10","  - "," Ghana","DF",53,327,16,20.4375,3.3125,"Interceptions"
" John Mensah","Ghana","2010/11","  - "," Ghana","DF",44,398,18,22.1111111111111,2.44444444444444,"Interceptions"
" John O'Shea","Ireland","2006/07","  - "," Ireland","DF",5,1040,32,32.5,0.15625,"Interceptions"
" John O'Shea","Ireland","2007/08","  - "," Ireland","DF",18,578,28,20.6428571428571,0.642857142857143,"Interceptions"
" John O'Shea","Ireland","2008/09","  - "," Ireland","DF",40,1187,30,39.5666666666667,1.33333333333333,"Interceptions"
" John O'Shea","Ireland","2009/10","  - "," Ireland","DF",9,622,15,41.4666666666667,0.6,"Interceptions"
" John O'Shea","Ireland","2010/11","  - "," Ireland","DF",25,822,20,41.1,1.25,"Interceptions"
